# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# A "wide" version of `edstats_2019.csv` (the most recent indicators).
"CountryName","HD.HCI.AMRT","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.EYRS","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.HLOS","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.MORT","HD.HCI.MORT.FE","HD.HCI.MORT.MA","HD.HCI.OVRL","HD.HCI.OVRL.FE","HD.HCI.OVRL.MA","IT.CMP.PCMP.P2","IT.NET.USER.P2","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","NY.GDP.MKTP.CD","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GNP.PCAP.CD","NY.GNP.PCAP.PP.CD","SE.COM.DURS","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SE.PRM.CMPT.ZS","SE.PRM.ENRL.TC.ZS","SE.PRM.ENRR","SE.PRM.ENRR.FE","SE.PRM.ENRR.MA","SE.PRM.NENR","SE.PRM.NENR.FE","SE.PRM.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.ENRL.TC.ZS","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.SEC.NENR","SE.SEC.NENR.MA","SE.SEC.PRIV.ZS","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","SE.TER.PRIV.ZS","SE.XPD.TOTL.GD.ZS","SL.TLF.ADVN.FE.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.ZS","SP.POP.TOTL","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.MA.IN","UIS.PTRHC.56","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","UIS.X.PPP.1.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.1.FSGOV","UIS.X.US.2T3.FSGOV","UIS.X.US.5T8.FSGOV","UIS.XGDP.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.XGDP.56.FSGOV","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.US.5T8.FSGOV.FFNTR"
"Niger",0.758,0.7732,0.7448,5.34,4.87,5.81,305,302,307,0.9155,0.9192,0.912,0.316,0.312,0.317,NA,5.250487687,NA,NA,NA,NA,NA,NA,NA,NA,NA,9290938457.2883,413.980304962089,1063.42184074385,390,1040,NA,65.04422,77.99058,71.62694,36.33661,74.7362,69.24308,80.05192,65.12458,60.19768,69.89238,3.61044,29.73171,24.25375,20.70213,27.68139,20.06691,22.96816,14.81587,4.41435,2.56518,6.18877,31.37098,4.9198,47.2610015869141,78.0955963134766,69.575798034668,23311000,11596000,11714000,1974713,4015255,2040542,1740203,3541161,1800958,14.69914,NA,NA,NA,372.98165,136.51742,180.28072,138.41255,50.66127,66.90172,1.70465,0.62393,0.82394,13.16751,16.06399,260.1551,133.36831,162.70561,2635.00489,49.49264,60.37964,977.84366
"Nigeria",0.6519,0.6716,0.6325,8.18,7.64,8.69,325,321,329,0.8998,0.9062,0.8939,0.342,0.338,0.345,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,397269616080.908,2028.18197017598,5990.85043229634,1960,5710,9,68.93571,78.48284,73.79249,37.55319,84.72564,82.17733,87.17114,64.13783,58.10557,69.94699,12.65614,23.19708,42.00254,39.82974,44.09977,NA,NA,19.03315,10.17443,8.3004,11.99584,6.38303,NA,73.6810989379883,74.756103515625,74.3072967529297,200964000,99132000,101832000,16027672,32752077,16724405,13231727,26966917,13735190,22.59606,45667063,22365903,23301160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6470502182856,NA,NA,NA,NA,NA,NA,NA,NA,NA,22264345319868.8,61117.0483726436,61303.190654507,61242.4381334363,62055.373213501,NA,97.22579,100.20308,98.74613,14.42524,101.74585,101.49419,101.98648,95.17325,94.86607,95.46695,8.75206,14.93963,100.19818,100.0157,100.37293,93.06775,92.54153,8.8719,86.25968,99.76075,73.41712,NA,4.98948001861572,69.6778581932576,77.4985347982972,73.2942483989488,366909000,185304000,181603000,13477225,27572831,14095606,13481581,27559937,14078356,NA,54320277,26563642,27756635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Macedonia",0.9051,0.9342,0.8771,11.17,11.09,11.25,382,395,370,0.9863,0.9873,0.9855,0.534,0.548,0.521,NA,79.16775519,394.446829905941,398.32958939218,390.933268619618,392.667769403083,419.779745838217,368.133777242145,413.044673632074,422.955155174337,404.076545578011,12672131053.1578,6083.71894832148,16358.6620491976,5450,15670,13,90.79468,91.40203,91.10782,14.91335,97.12595,97.06326,97.1846,94.8883,94.86301,94.91195,0,8.74033,81.44688,80.30521,82.52318,NA,NA,0,42.45998,48.55228,36.69297,14.89884,NA,82.7760009765625,79.8018035888672,81.3712005615234,2083000,1041000,1042000,54186,112319,58133,93089,191905,98816,14.94604,306651,148529,158122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.323e+09,23258.6758552794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway",0.9443,0.9601,0.9296,13.7,13.72,13.69,512,518,507,0.9974,0.9977,0.9972,0.771,0.788,0.756,NA,96.49165799,500.963788355953,504.505443030846,497.498507607864,499.450956276384,523.197443033712,476.216550059907,490.413149272607,495.797297881672,485.145107006343,434166615431.909,81697.2459836768,65510.5852742471,80610,68310,10,100.60299,101.4508,101.03502,8.59418,100.26021,100.21819,100.30022,99.88251,99.79021,99.86322,3.3407,8.57685,116.87442,114.22398,119.39153,95.60786,95.59103,7.27445,81.99235,98.72165,66.30628,15.27098,7.9761,82.4548034667969,84.0450973510742,83.1919021606445,5369000,2657000,2712000,217924,447691,229767,186946,382478,195532,8.56173,633652,309227,324425,5543.65367,6936.41111,6487.01001,6764.4619,8463.92857,7915.56159,1.82161,2.27926,2.13159,21.70425,26.78578,39.82164,12618.51109,15572.83314,23151.67982,15397.32505,19002.23982,28250.07936
"OECD members",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3900096548774,489.286640086271,NA,NA,487.125994762552,NA,NA,488.662377484584,NA,NA,47976933999788.8,38028.5247538031,37966.1574008106,38904.1426513581,38200.4832563286,NA,98.1225,98.40476,98.26621,15.32034,102.29718,102.18339,102.40558,95.5958,95.53972,95.64922,11.13113,13.67666,105.53064,105.5561,105.50637,89.36801,88.94454,18.24594,74.22558,80.20138,68.516,NA,5.19266986846924,NA,NA,NA,1261603870,643244247,618359623,43438996,89039674,45600678,50245395,102951276,52705881,NA,183042684,89342381,93700303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman",0.9068,0.9335,0.8951,13.13,13.28,13,424,444,404,0.9887,0.9898,0.9876,0.622,0.657,0.589,NA,80.18563573,NA,NA,NA,NA,NA,NA,NA,NA,NA,79276723016.9051,16415.1572780989,41859.934476789,15140,41680,10,103.45667,97.56369,100.3571,9.67394,103.39206,108.57453,98.64388,86.25355,96.17882,94.74416,19.75784,10.21867,106.66599,102.4613,110.97221,96.19256,99.30491,13.06789,38.03621,55.55291,26.37033,49.02524,4.97011,NA,NA,NA,4975000,1691000,3284000,134979,281762,146783,207196,407671,200475,16.2165,574831,283139,291692,4956.92643,4375.90515,2430.53314,1722.08102,1616.42826,844.38917,2.61153,2.28361,1.28051,31.77481,36.02522,43.55851,13464.74972,14794.95943,18458.15653,4677.7757,5465.15286,6412.53034
"Other small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9682,83.24654,84.58244,22.81707,108.06763,107.16906,108.94356,85.41373,86.00632,84.83607,20.11018,13.96217,68.40531,69.3957,67.45182,54.02025,53.98616,18.688,19.93758,24.44639,15.96851,NA,NA,NA,NA,NA,NA,NA,NA,1778865,3603720,1824855,1509900,3078228,1568328,NA,4190236,2064502,2125734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific island small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.49081,96.86442,97.64583,23.07468,106.33371,105.59845,107.02608,83.8887,84.14559,83.64678,11.08133,19.25248,73.91684,76.00424,71.96182,66.19857,64.62293,20.20494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164539,339268,174729,161727,333867,172140,NA,126017,60933,65084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan",0.8414,0.861,0.8228,8.83,8.06,9.54,339,343,335,0.9251,0.9288,0.9217,0.389,0.384,0.393,NA,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,314588210501.063,1482.40306306798,5567.05560794386,1590,5860,12,64.24923,77.41831,71.0713,44.0773,94.3282,86.11134,101.97848,67.5748,61.56655,73.16876,34.80294,20.39658,42.67466,39.14799,45.92734,37.40039,40.36689,32.47,8.95842,8.32044,9.55403,19.99174,2.89952,29.2113990783691,84.5344009399414,61.1955986022949,216565000,105118000,111448000,11905385,24703576,12798191,15183009,31624636,16441627,33.01575,55611178,26739019,28872159,7383.00255,8890.1539,6495.42489,2010.75744,2421.22944,1786.43683,0.82286,0.99084,0.64109,8.09756,16.02248,67.23956,371.99923,736.06682,3345.60829,101.31382,200.46747,920.14271
"Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283994900,15859.4348578768,18510.2156584187,17280,19510,12,94.69027,105.83333,100.42918,NA,112.56868,105.19663,119.62366,94.91704,NA,NA,NA,NA,116.48511,122.91022,110.80711,NA,NA,NA,54.68948,66.40212,43.91727,NA,NA,79.5008010864258,84.8189010620117,82.1264038085938,18000,NA,NA,700,1489,789,683,1402,719,8.21905,2863,1374,1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panama",0.8877,0.9223,0.8544,11.34,11.48,11.2,396,392,400,0.9839,0.9857,0.9821,0.532,0.544,0.517,NA,57.86509007,352.846255737029,349.046437028258,356.704538843702,376.971316661976,384.103805972385,369.729086144149,364.623772485532,364.413826837539,364.836948378661,65055100000,15575.0725482915,25553.6967088531,14370,23550,11,89.05072,90.50984,89.79547,21.96162,94.38599,93.35471,95.37363,86.23979,85.90651,86.55897,13.065,13.5809,76.13718,78.2784,74.07363,63.79138,61.71676,16.13562,47.79936,58.59022,37.30718,33.39437,3.15901,78.3323974609375,89.8822021484375,82.7572021484375,4246000,2120000,2126000,221392,452567,231175,211586,431496,219910,11.53695,818820,400711,418109,469.93312,449.03886,494.10736,257.18122,245.74638,281.708,0.74145,0.70848,0.69678,6.25014,9.18672,18.73802,1068.76338,1570.91183,3523.97681,584.90423,859.716,2009.14323
"Papua New Guinea",0.7775,0.8108,0.7456,8.22,7.79,8.63,358,360,355,0.9466,0.9511,0.9424,0.384,0.393,0.386,NA,11.20919659,NA,NA,NA,NA,NA,NA,NA,NA,NA,23497607690.1178,2730.27479935873,4336.24465709437,2570,4220,NA,71.52944,82.36918,77.12385,35.52165,108.54586,103.57302,113.20562,73.65048,71.00542,76.12901,NA,34.2964,47.49616,39.86032,54.67657,32.38128,35.38656,0.53916,NA,NA,NA,NA,1.9264,72.6467971801758,69.2151031494141,70.309700012207,8776000,4296000,4480000,687828,1422477,734649,541805,1119034,577229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paraguay",0.8557,0.8762,0.8362,11.52,11.46,11.57,386,383,388,0.979,0.9813,0.9769,0.533,0.535,0.531,NA,64.99354302,NA,NA,NA,NA,NA,NA,NA,NA,NA,40496953779.071,5821.81432292324,13599.9265632594,5670,13220,13,88.81476,87.29291,88.03662,24.15974,104.37317,103.01998,105.66776,87.19751,87.26503,87.13291,20.1583,18.4041,75.91105,78.644,73.30059,65.88458,65.80062,21.00741,34.63021,40.88207,28.64209,69.76569,3.43834,82.7481994628906,92.356201171875,86.7770004272461,7045000,3464000,3581000,400432,818721,418289,389396,796500,407104,NA,1753043,857145,895898,1043.42281,895.71356,667.97963,451.69273,387.75011,289.16518,1.25281,1.07546,0.80203,11.57128,11.86885,14.26133,1421.87748,1458.44282,1360.72662,615.52395,631.35291,621.2143
"Peru",0.8791,0.908,0.8501,12.72,12.82,12.62,407,405,409,0.985,0.9866,0.9836,0.586,0.589,0.563,NA,52.54031157,399.837674812822,391.508138149931,407.837234150718,400.51370593417,405.878946949625,395.361010700057,404.215601330196,397.444071310272,410.718874968941,222044970486.217,6941.23584763012,14418.070667873,6470,13710,14,94.08626,98.12895,96.10074,17.38724,106.94512,105.0764,108.81217,95.65167,93.05232,92.42602,25.94679,14.20042,106.44541,103.63909,109.27175,89.30975,90.92061,26.99436,70.73786,72.67321,68.7343,72.40846,3.71993,78.5759963989258,90.4548034667969,84.2516021728516,32510000,16362000,16148000,1641430,3273899,1632469,1313065,2596425,1283360,19.25267,7558139,3772110,3786029,5803.7703,5861.68973,2701.14484,2801.29345,2829.2493,1303.75582,1.26049,1.27307,0.58665,11.22288,14.64931,10.80089,1615.35997,2108.54196,1487.52947,779.68236,1017.72546,723.74705
"Philippines",0.8015,0.8661,0.7409,12.8,13.04,12.57,409,418,400,0.9719,0.9752,0.9688,0.548,0.579,0.521,NA,60.05476033,352.567067100026,358.036730077753,346.389173072128,339.691589979014,352.319484261375,325.428591876643,356.933323619256,358.514284243255,355.147654696486,330910343610.956,3102.71336329931,8951.08565366152,3830,10740,11,109.61415,107.7951,108.67753,29.08352,107.50977,105.51518,109.41085,93.7756,93.69001,93.85718,8.45405,23.88062,86.16291,90.64898,81.96969,65.55881,60.15612,22.15546,35.47546,40.41902,30.77703,54.26621,NA,56.6599998474121,71.5299987792969,63.2999992370605,108117000,53801000,54316000,6437717,13173521,6735804,6075802,12567587,6491785,23.73181,23871652,11620276,12251376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",0.8865,0.9365,0.838,13.2,13.28,13.13,537,540,534,0.9953,0.9957,0.9948,0.747,0.781,0.716,NA,77.54173454,515.647874629692,514.948470604307,516.348043391563,511.855695357732,528.243352578448,495.450119682265,511.035561794169,511.172211303144,510.898762871034,585663814824.044,15420.9111634295,31336.6034966686,14100,30010,10,107.61292,104.94113,106.2427,10.18051,100.0159,100.04543,99.98786,95.78475,95.61223,95.94851,5.78987,9.09854,109.93363,108.07604,111.71103,94.08406,93.93706,11.21278,67.82744,81.88045,54.37163,25.28579,4.63931,77.5880966186523,84.4142990112305,80.3750991821289,37895000,19531000,18364000,1159707,2379791,1220084,1035429,2112951,1077522,17.09531,3787175,1846355,1940820,15488.93392,15296.10745,11160.37996,6942.47033,6856.04139,5002.32018,1.47078,1.45246,1.05975,22.9766,22.38993,24.97289,6372.63984,6209.92499,6926.31744,2856.35301,2783.42074,3104.52311
"Portugal",0.9289,0.9566,0.8996,13.78,13.7,13.85,520,519,521,0.9963,0.9967,0.9959,0.776,0.785,0.767,NA,74.66096828,492.487406111793,487.913088836217,496.931424193776,491.800785136834,504.103460148082,479.84855119393,491.677328515614,489.096496861302,494.184645312278,240674524464.24,23407.9065887968,33415.4379006894,21990,32680,12,NA,NA,NA,12.35346,106.18313,104.35608,107.93549,97.56411,97.19088,97.92208,12.90306,9.51599,119.91319,118.70002,121.08507,94.66479,94.01344,17.5513,63.93581,67.69994,60.13022,16.47092,4.88294,83.0328979492188,83.6532974243164,83.2699966430664,10237000,5395000,4842000,279221,570522,291301,306880,627514,320634,10.4633,1198036,586101,611935,4348.43733,6397.07743,2748.18288,2820.27105,4148.95994,1782.39216,1.41423,2.08051,0.89379,22.50957,27.69333,26.48419,6681.89559,8220.67884,7861.75048,4333.68478,5331.69523,5098.90464
"Post-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.79359,98.17674,97.98898,14.12635,101.79902,101.65875,101.93233,96.22047,96.23576,96.14591,10.56245,12.57776,104.55847,104.30343,104.80047,90.7899,90.3072,19.26014,76.19821,84.2409,68.57481,NA,NA,NA,NA,NA,NA,NA,NA,33625809,69006035,35380226,38605692,79290805,40685113,NA,133918558,65242641,68675917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pre-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.06953,71.6541,68.40105,35.41248,96.91868,93.93925,99.826,76.64759,73.2737,79.93983,12.64212,20.52323,41.79851,37.67523,45.84135,35.01341,37.77716,20.96878,8.73163,6.92263,10.52292,NA,NA,NA,NA,NA,NA,NA,NA,76331795,154556917,78225122,63360756,127982046,64621290,NA,180054492,88867574,91186918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.59787359,NA,NA,NA,NA,NA,NA,NA,NA,NA,101130900000,31651.3481514031,39540.5869304602,21100,26610,13,81.56973,76.29462,78.81689,13.53647,83.03671,82.83672,83.22467,76.27147,76.84272,75.7346,25.79192,17.15997,81.87628,85.4105,78.68174,75.91911,72.87049,27.20455,97.49925,116.24908,79.81597,72.02386,6.07266,NA,NA,NA,3189000,1676000,1513000,117832,241440,123608,116874,246921,130047,13.55058,647640,310736,336904,1738.3873,1943.96882,2905.63165,1368.96166,1530.85494,2288.15428,1.33622,1.49425,2.23344,18.54029,20.17815,33.27516,6713.00866,7306.03856,12048.16414,5286.42351,5753.42831,9487.80218
"Qatar",0.9405,0.9542,0.9364,12.31,12.83,11.9,432,446,418,0.9924,0.993,0.9918,0.615,0.654,0.587,NA,99.65284913,414.228717674268,426.395811443038,402.409746880858,407.091792090257,440.249474196226,374.882812375356,419.127154883249,439.054248492141,399.770212145983,191362087912.088,68793.7844372614,126898.425931605,61150,124410,9,94.25887,97.08858,95.66955,12.1676,103.84244,104.3871,103.32685,94.09431,95.16615,93.07967,63.89921,11.04303,105.46579,102.71879,108.25394,93.8946,96.0349,49.18121,17.86992,54.86746,7.01345,22.66544,2.86383,60.939998626709,96.8399963378906,84.4400024414063,2832000,699000,2134000,74222,153672,79450,59006,125353,66347,14.03418,208681,102362,106319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romania",0.8688,0.9217,0.8176,12.17,12.22,12.12,452,456,448,0.9922,0.993,0.9914,0.601,0.628,0.576,NA,70.68127793,429.916827074466,427.219899786713,432.455805222621,427.703145850645,445.164070095542,411.264843896522,425.761227085172,426.053675139429,425.485906640828,239552516744.469,12301.1864034302,28206.3570497561,11290,27520,10,92.04197,91.68751,91.86003,19.33481,85.15087,84.56607,85.70409,82.22835,82.0348,82.41144,1.07881,12.07981,91.25939,91.43317,91.0953,82.84805,82.39479,1.16231,49.38187,55.43648,43.78587,12.59326,2.97411,81.3793029785156,83.7631988525391,82.5093002319336,19358000,9943000,9415000,517335,1064443,547108,795985,1637868,841883,19.97092,2098557,1020144,1078413,1747.56879,5467.5144,3325.66372,700.48236,2191.55745,1333.0341,0.37162,1.16267,0.7072,7.82649,15.1606,26.09503,1868.03261,3618.54277,6228.3797,748.76817,1450.42954,2496.53699
"Russian Federation",0.784,0.8828,0.6862,13.83,13.86,13.81,538,540,535,0.9924,0.9933,0.9917,0.729,0.783,0.679,NA,80.86472186,487.786538734327,485.457089053246,490.15444832795,478.501933994944,491.021511814962,465.775654192082,477.717679762959,478.007691288123,477.422880060576,1657554647149.87,11288.8784475021,27588.1254398177,10230,26900,11,96.70748,95.60454,96.14293,21.25883,102.58246,102.3353,102.81808,95.09612,96.84015,96.63333,0.81882,8.76378,103.38481,102.05592,104.65356,90.67886,90.39799,1.2898,81.90931,89.11636,75.03015,10.62095,3.74303,61.2486000061035,73.959602355957,66.9384002685547,144369000,77463000,66906000,3334153,6838010,3503857,4970844,10176469,5205625,9.85926,16489270,8050735,8438535,NA,NA,28557.72345,NA,NA,10374.92192,NA,NA,0.80882,NA,NA,19.82112,NA,NA,4771.39479,NA,NA,1733.43118
"Rwanda",0.8081,0.8352,0.7806,6.55,6.75,6.35,358,365,351,0.9621,0.9657,0.9587,0.374,0.388,0.361,NA,21.76763262,NA,NA,NA,NA,NA,NA,NA,NA,NA,9508715596.4368,772.944459929187,2251.55638843363,780,2200,6,93.76998,79.2792,86.54635,59.50859,133.04155,132.12526,133.95951,94.78978,95.13837,94.44055,4.127,28.24773,40.89606,43.27546,38.49434,35.87144,32.92642,12.44734,6.72572,6.01428,7.45429,61.79124,3.11334,68.6135025024414,75.007698059082,72.1918029785156,12627000,6421000,6206000,956737,1913357,956620,829810,1651895,822085,24.74281,1881897,941804,940093,221.86174,297.09212,153.96518,81.24185,108.78989,56.37933,0.8893,1.19085,0.61715,4.25557,21.67381,97.65851,88.61337,451.3123,2033.5369,32.44865,165.2626,744.64531
"Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.61093932,NA,NA,NA,NA,NA,NA,NA,NA,NA,820491798.30076,4183.40793504696,6483.53422795339,4020,6260,8,103.75218,105.73506,104.78188,30.23604,110.52421,110.43128,110.61015,94.41308,NA,NA,20.07668,21.46821,93.25814,98.01788,88.82879,85.51776,81.59628,30.90433,NA,NA,NA,NA,4.08047,68.3752975463867,80.8347015380859,73.822998046875,197000,95000,102000,14133,29399,15266,14149,29342,15193,NA,39005,18752,20253,17.39271,20.09899,4.31039,12.15615,14.04764,3.01263,1.51177,1.747,0.37466,8.9545,13.01386,NA,532.36893,773.70873,NA,372.08461,540.76241,NA
"San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.18230126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632860040.56795,48494.5514112427,63037.1257778216,NA,NA,10,125,92.16867,107.41935,6.93061,108.08402,116.89373,100.35842,NA,NA,NA,NA,5.84099,67.85714,63.80208,71.49533,66.54351,70.17134,NA,42.47126,35.95238,48.55556,NA,3.14704,NA,NA,NA,34000,NA,NA,744,1583,839,1158,2463,1305,5.09655,3107,1454,1653,23.00352,23.19629,4.56124,17.69664,17.84494,3.50897,1.08378,1.09286,0.2149,16.08418,11.39374,8.72047,10571.42026,7488.60177,5731.57616,10437.06448,7393.42658,5658.7316
"Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9312292,NA,NA,NA,NA,NA,NA,NA,NA,NA,422296762.322469,2001.14090226164,3418.58692982186,1890,3440,6,87.2208,81.52408,84.34609,31.15842,106.79154,105.00261,108.54526,93.0763,93.00099,93.15014,1.37738,24.82051,89.33812,95.85861,82.94118,65.23344,61.7004,4.71884,13.38452,13.65164,13.1233,42.93664,5.14907,NA,NA,NA,215000,107000,108000,17702,35772,18070,15346,30996,15650,8.02749,35316,17480,17836,12.27577,4.97217,2.11143,7.30159,2.95743,1.25587,2.0925,0.84754,0.35991,11.87365,8.55706,41.93097,355.89171,256.48268,1256.80651,211.68325,152.55507,747.54447
"Saudi Arabia",0.9124,0.9239,0.9047,12.43,12.27,12.59,407,436,380,0.9926,0.993,0.9923,0.585,0.612,0.561,NA,93.31000185,373.238805740542,379.967787737924,366.919779227983,399.151658578592,427.166081521644,372.843982115779,386.246144966173,401.086518317807,372.309904283444,786521831571.957,23338.9634580718,55335.6795892271,21600,55840,9,96.50198,96.90371,96.70606,13.81495,99.7699,100.34702,99.2108,94.5456,94.43822,94.64963,8.83215,11.52893,110.08628,106.8226,113.22721,96.36052,98.52917,11.84377,68.03989,69.87621,66.33683,4.84909,NA,57.5999984741211,93.7799987792969,79.6500015258789,34269000,14485000,19784000,1654961,3366594,1711633,1386345,2826033,1439688,18.9733,4754903,2338822,2416081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegal",0.8193,0.8526,0.7813,7.25,7.42,7.08,412,408,417,0.9546,0.9587,0.9506,0.418,0.428,0.408,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,24129599551.7869,1521.95355421391,3782.53861264405,1410,3670,11,62.30382,51.93572,57.06,36.31817,80.95004,86.10333,75.92275,75.3821,79.59276,71.27036,16.85298,18.88356,43.70155,45.74903,41.69052,37.66861,35.9396,21.93232,12.76259,10.30509,15.23583,36.16636,4.65201,61.1769981384277,71.5855026245117,67.788200378418,16296000,8350000,7946000,1306802,2646357,1339555,1232201,2486738,1254537,27.94423,4477086,2213061,2264025,882.02572,468.4275,914.57685,355.52148,188.81086,368.64199,1.47338,0.78249,1.52776,10.90433,11.4156,131.01343,411.73308,431.03797,4946.89417,165.95883,173.74012,1993.96355
