# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# A "wide" version of `edstats_2019.csv` (the most recent indicators).
"CountryName","HD.HCI.AMRT","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.EYRS","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.HLOS","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.MORT","HD.HCI.MORT.FE","HD.HCI.MORT.MA","HD.HCI.OVRL","HD.HCI.OVRL.FE","HD.HCI.OVRL.MA","IT.CMP.PCMP.P2","IT.NET.USER.P2","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","NY.GDP.MKTP.CD","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GNP.PCAP.CD","NY.GNP.PCAP.PP.CD","SE.COM.DURS","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SE.PRM.CMPT.ZS","SE.PRM.ENRL.TC.ZS","SE.PRM.ENRR","SE.PRM.ENRR.FE","SE.PRM.ENRR.MA","SE.PRM.NENR","SE.PRM.NENR.FE","SE.PRM.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.ENRL.TC.ZS","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.SEC.NENR","SE.SEC.NENR.MA","SE.SEC.PRIV.ZS","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","SE.TER.PRIV.ZS","SE.XPD.TOTL.GD.ZS","SL.TLF.ADVN.FE.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.ZS","SP.POP.TOTL","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.MA.IN","UIS.PTRHC.56","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","UIS.X.PPP.1.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.1.FSGOV","UIS.X.US.2T3.FSGOV","UIS.X.US.5T8.FSGOV","UIS.XGDP.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.XGDP.56.FSGOV","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.US.5T8.FSGOV.FFNTR"
"Croatia",0.9085,0.9453,0.8721,13.31,13.49,13.15,505,503,506,0.9954,0.9958,0.995,0.723,0.747,0.699,NA,72.68877088,464.204272711969,459.922041827557,468.543509831661,478.989152395076,495.322008247776,462.438869073219,472.362619572977,474.323529971297,470.375604996123,60971699315.1776,14909.6931860854,27579.7808327382,14000,27180,8,94.53117,96.51207,95.54716,13.50611,96.47103,96.53224,96.41286,88.0407,87.35711,87.917,0.53389,6.73221,99.40242,101.82353,97.10566,92.39267,90.81997,2.31493,67.86556,78.83716,57.38623,8.18477,4.55695,73.7524032592773,69.7274017333984,71.9412002563477,4071000,2109000,1961000,83174,170919,87745,158503,325706,167203,9.76418,328526,159957,168569,NA,NA,924.27218,NA,NA,579.21548,NA,NA,0.99594,NA,NA,25.74607,NA,NA,5614.47781,NA,NA,3518.43593
"Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14840432,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00023e+11,8821.81889125004,NA,7480,NA,9,84.53137,83.75354,84.13141,9.16029,101.90455,99.58639,104.09579,97.73994,97.5384,97.93044,NA,9.63133,101.13724,101.94916,100.3693,84.18162,81.79969,NA,41.37902,51.00784,32.2829,NA,12.83731,84.1699981689453,88.6600036621094,86.2300033569336,11333000,5706000,5628000,354612,729647,375035,373795,769386,395591,4.79499,1108588,538600,569988,NA,NA,NA,2397.707,2403.719,NA,3.72731,3.73666,NA,49.06773,51.85674,NA,NA,NA,NA,2811.75476,2971.57512,NA
"Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,160.99636,157.67288,164.18929,NA,NA,NA,75.8793,NA,87.21238,90.79198,83.78954,NA,NA,69.44469,21.42857,29.58909,12.99603,NA,4.93095,NA,NA,NA,153500,83936,69564,6107,12453,6346,6458,13215,6757,NA,29759,14559,15200,58.56995,72.35332,11.19587,42.62849,52.66034,8.1486,1.35431,1.67302,0.25888,10.00974,22.93856,18.13375,2814.23916,6449.17742,5098.30362,2048.26502,4693.85286,3710.65726
"Cyprus",0.9503,0.9666,0.9341,13.52,13.57,13.48,502,500,504,0.9973,0.9975,0.9971,0.751,0.759,0.743,NA,84.43358252,450.682994426841,454.959967576333,446.567178166789,424.358247216819,448.359714083486,401.261158658604,439.008249797907,449.78688767896,428.635752356038,24961988663.2026,28689.6985789646,38513.2845672751,28570,39880,10,101.15687,101.38009,101.26973,12.03922,99.30669,99.36173,99.25435,97.49342,97.89554,97.11105,8.93094,8.31131,100.33255,99.53045,101.10786,95.337,95.27911,18.13917,75.94081,82.35413,69.58511,67.7971,6.29136,79.5792999267578,84.6757965087891,81.7942962646484,1199000,599000,599000,27978,57196,29218,27008,54827,27819,13.91423,93821,45975,47846,590.90341,738.93067,375.00669,421.37735,526.93663,267.41989,2.06015,2.57623,1.30744,31.88086,39.29112,26.51745,10738.23159,13234.18406,8931.70799,7657.50803,9437.38918,6369.26342
"Czech Republic",0.9159,0.9464,0.887,13.94,13.95,13.92,522,524,521,0.9967,0.9971,0.9963,0.782,0.8,0.764,NA,80.68816754,499.467650906247,497.671594615076,501.186537674311,490.218815026372,507.180001316265,473.986384657852,496.791310656231,497.624142903842,495.994261957105,245225882903.37,23078.5734865691,39743.5970941416,20240,37530,9,97.5019,98.16877,97.84404,18.93175,100.67099,100.95971,100.39711,89.3503,89.48699,86.8173,2.42977,11.54847,103.49158,103.87002,103.13243,90.51857,89.59659,9.55121,64.07869,75.2737,53.38812,10.73332,5.58738,72.4366989135742,81.8335037231445,76.9632034301758,10629000,5398000,5231000,282300,580102,297802,388367,797127,408760,26.02222,988944,481512,507432,2753.74513,6033.43531,2619.90691,1443.16511,3161.96414,1373.02404,0.73974,1.62077,0.70379,13.8679,22.30415,20.34101,4885.732,7857.86702,7166.24337,2560.48313,4118.10062,3755.63893
"Denmark",0.9313,0.9476,0.9153,13.45,13.52,13.37,531,532,529,0.9957,0.9961,0.9954,0.774,0.789,0.76,NA,97.64426813,509.398374502504,507.454310588684,511.338929589824,501.129933774048,515.81434232822,486.472028999666,492.637033350974,493.708844724927,491.567156481399,355675329085.952,61350.3479093986,55671.1652650668,60140,56410,10,102.89711,104.62076,103.7764,10.73738,101.26809,100.93354,101.585,98.53748,98.50205,98.24892,16.59432,11.29034,129.07748,129.79619,128.39516,90.92146,89.6541,15.20091,80.61602,93.57748,68.35646,1.00199,7.63485,74.3440017700195,78.6975021362305,76.2565994262695,5818000,2925000,2893000,223675,460641,236966,198902,406488,207586,8.46297,664754,323825,340929,5615.29439,8256.21388,6332.73809,7332.3664,10780.83908,8269.19352,2.0772,3.05412,2.34259,25.05246,31.13589,43.12666,12000.49237,14914.54325,20658.29413,15670.06125,19475.18477,26975.28771
"Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.68140925,NA,NA,NA,NA,NA,NA,NA,NA,NA,2955912228.22417,3082.54309871957,2744.26865451208,3190,NA,10,69.90913,63.55628,66.38029,29.37453,75.28794,75.11438,75.4386,66.48037,66.478,66.48243,17.86582,26.83286,51.97055,52.93422,51.18391,37.8168,38.26583,11.61697,5.34532,4.56802,6.02587,NA,5.55942,NA,NA,NA,974000,462000,512000,42402,91251,48849,56642,126031,69389,19.20408,180780,82496,98284,NA,NA,NA,43.76716,0.84698,8.36147,2.48075,0.04801,0.74086,37.32327,NA,193.01456,NA,NA,NA,708.72256,13.82064,2592.70421
"Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.61966879,NA,NA,NA,NA,NA,NA,NA,NA,NA,550892592.592593,7691.34509727878,11129.8611927628,7090,10270,12,115.59829,112.32033,113.9267,13.07679,114.72662,113.15034,116.24615,95.42178,NA,NA,38.1128,10.69423,94.25424,93.79074,94.70687,87.73568,84.38385,31.1275,NA,NA,NA,NA,3.38688,NA,NA,NA,72000,NA,NA,3008,6121,3113,2361,4812,2451,NA,11217,5510,5707,12.23856,11.58215,2.36673,8.1262,7.69036,1.57147,1.55216,1.46891,0.30016,14.64306,18.77678,NA,1624.22805,2082.74607,NA,1078.46052,1382.90888,NA
"Dominican Republic",0.8407,0.8832,0.7991,11.29,11.48,11.11,350,356,344,0.9701,0.9731,0.9673,0.492,0.51,0.476,NA,74.82428986,325.100546639571,326.668420551636,323.522565271697,341.625620743964,357.114971288062,326.036416554157,335.629946557719,340.393085114848,330.836101952032,85555390387.0355,8050.63160184635,17748.1853186175,7760,16950,15,92.58232,93.65538,93.12752,18.92322,105.69865,102.47112,108.80854,92.71356,92.68957,92.73669,23.25308,18.64652,79.93869,82.98589,76.96618,70.60614,66.76219,17.89948,59.91559,77.01242,42.98214,56.96027,NA,79.7890014648438,90.0600967407227,83.5178985595703,10739000,5373000,5366000,568077,1158542,590465,569371,1152781,583410,27.42709,2898651,1426535,1472116,3533.27229,2484.65125,NA,1518.62945,1067.92351,NA,1.86797,1.31358,NA,16.17775,15.06167,NA,2879.44566,2680.79668,NA,1237.6094,1152.22843,NA
"Early-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.28889,91.94857,92.59526,27.85282,108.08906,109.89406,106.39718,90.30715,89.59618,90.97356,24.33268,21.40841,74.49043,75.01063,74.00831,64.08017,63.86612,36.89642,31.10887,32.31282,29.98422,NA,NA,NA,NA,NA,NA,NA,NA,162182049,335206975,173024926,192407896,400011636,207603740,NA,550235184,265746076,284489108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Asia & Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0732656812636,NA,NA,NA,NA,NA,NA,NA,NA,NA,25942413437360,11142.5912256168,19329.7758996229,10982.3125162637,19320.3642148275,NA,98.0512,97.29437,97.65145,17.53589,102.94724,102.8362,103.0467,95.90788,95.58924,96.19371,10.21537,14.75977,84.83718,85.58041,84.16578,78.90534,76.79316,18.89287,45.7962,49.73466,42.19037,NA,4.71484994888306,NA,NA,NA,2340080000,1154107000,1185761000,85591069,181144220,95553151,87109815,183538738,96428923,NA,275072894,130050556,145022338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Asia & Pacific (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1687446618058,NA,NA,NA,NA,NA,NA,NA,NA,NA,16284459791798.2,7822.8548040433,16113.5406974031,7600.54858640789,16026.2146621857,NA,98.00462,97.25623,97.60904,17.66661,102.95299,102.82246,103.06944,95.86588,95.51255,96.18164,10.44946,14.98305,83.66709,84.52948,82.8905,78.46543,76.26289,18.19112,43.79356,48.06043,39.89428,NA,4.53144001960754,NA,NA,NA,2093269000,1028981000,1064150000,79415165,168426978,89011813,80930940,170802998,89872058,NA,256246629,120910508,135336121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Asia & Pacific (IDA & IBRD countries)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.95529,97.21023,97.5613,17.64651,102.87445,102.74002,102.99431,95.90841,95.55226,96.22649,10.54124,14.95966,83.54673,84.41218,82.76804,78.31161,76.08895,18.45875,44.0198,48.47257,39.953,NA,NA,NA,NA,NA,NA,NA,NA,78762012,167091524,88329512,79838489,168571927,88733438,NA,252351111,119004158,133346953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",0.8792,0.9165,0.8431,13.18,13.32,13.04,420,421,419,0.9855,0.9872,0.9839,0.602,0.619,0.587,NA,57.27224368,NA,NA,NA,NA,NA,NA,NA,NA,NA,108398058000,6344.87197850057,11734.3873890471,6110,11420,15,104.92084,103.9668,104.43368,24.26216,103.26795,104.12743,102.44504,90.94167,NA,NA,24.20077,20.62112,101.43565,102.84412,100.08294,84.67039,83.3652,25.97767,44.89223,48.39747,41.50698,45.09536,4.9987,74.5914993286133,82.7403030395508,78.3181991577148,17374000,8683000,8690000,920405,1881843,961438,914640,1866814,952174,16.59034,4724994,2312443,2412551,2082.56083,1144.43889,4031.27193,1124.61457,618.01443,2159.68417,1.12532,0.6184,2.17512,9.51098,5.2853,52.67572,1067.32966,593.12041,6021.88396,576.37428,320.29406,3226.12011
"Egypt, Arab Rep.",0.8533,0.8932,0.8156,11.13,11.23,11.03,356,368,344,0.9779,0.9793,0.9766,0.486,0.505,0.468,NA,46.92433809,NA,NA,NA,NA,NA,NA,NA,NA,NA,250894760351.232,2549.13225178609,12412.3094005832,2800,12100,12,101.63324,99.79187,100.68521,23.67945,106.28493,106.49911,106.08322,97.03257,98.77074,98.31666,9.22012,15.16281,87.91114,87.30088,88.4872,82.77635,82.44713,7.79,35.16452,35.77688,34.57846,19.90411,NA,64.3674011230469,84.8470001220703,75.9862976074219,100388000,49665000,50723000,6045103,12466019,6420916,5107104,10520481,5413377,23.87107,22288865,10816391,11472474,13522.70891,13928.15745,NA,4220.53919,4347.08273,NA,1.2677,1.30571,NA,9.84518,13.79696,NA,1111.93905,1558.26326,NA,347.04454,486.34569,NA
"El Salvador",0.828,0.9003,0.746,11.31,11.4,11.22,362,354,370,0.9855,0.9871,0.9841,0.501,0.512,0.49,NA,33.8207289,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6057e+10,4058.25243928118,8331.80414200319,3820,7860,15,85.81395,87.37196,86.6077,26.89473,94.82711,93.26777,96.32096,80.99537,81.41932,80.58923,13.28756,27.55579,71.66179,71.42326,71.89581,61.83092,61.12096,16.60046,29.37193,31.1478,27.54276,68.88237,3.60075,83.466796875,87.8358993530273,85.4868011474609,6454000,3430000,3023000,339050,693480,354430,351644,710660,359016,17.99216,1733151,848176,884975,887.68186,654.179,176.35067,433.14115,319.20427,86.04967,1.66229,1.22503,0.33024,15.31342,14.25236,11.11467,1273.6156,1185.36741,924.40601,621.45612,578.39573,451.06056
"Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.23999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,13432377049.5402,10261.7600116887,22743.8244342202,6840,17460,6,41.79885,39.78307,40.77592,23.22706,61.77515,61.58919,61.95559,43.48324,44.00494,42.97704,58.66632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356000,602000,754000,87241,177351,90110,70112,143588,73476,NA,170565,84027,86538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30890698,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607739837.39837,811.376028602108,2102.95405980347,720,2080,8,56.1772,64.19847,60.27051,38.74092,68.43383,63.07898,73.56525,51.45515,48.97839,53.82856,10.64265,35.02165,47.69711,45.39512,49.91707,41.57501,42.8463,7.47098,3.36256,2.78561,3.92878,NA,NA,NA,NA,NA,3213972,1607407,1606565,247733,506397,258664,280466,571911,291445,14.09229,774448,379133,395315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia",0.8819,0.9372,0.8274,13.1,13.17,13.03,542,545,539,0.9973,0.9975,0.997,0.747,0.783,0.714,NA,89.35700777,523.41458013492,519.187026867487,527.638014708259,523.017018425265,538.352885141767,507.696092678086,530.108004621743,532.590130898262,527.62829655694,30732144528.9795,23266.3462718751,35973.7764604798,21140,34970,9,97.42516,97.04802,97.23144,11.31153,97.23017,97.25396,97.20776,93.68129,94.22231,93.17159,5.22443,9.18187,117.52009,118.86666,116.23887,94.36474,93.28745,3.5646,69.63503,84.82447,55.41608,85.66556,5.17316,78.0047988891602,87.5276031494141,81.5042037963867,1317000,695000,623000,44385,91514,47129,36254,74420,38166,11.3498,128121,62192,65929,525.09764,530.01011,570.32983,309.78221,312.68033,336.46701,1.2916,1.30369,1.40286,19.09834,19.13909,35.91988,5900.91727,5913.50811,11098.36195,3481.25578,3488.68376,6547.49676
"Eswatini",0.5884,0.6498,0.5139,8.15,8.45,7.85,440,NA,NA,0.9461,0.9509,0.9416,0.409,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710618471.93167,4145.97411168691,10637.8417276438,3930,10640,7,97.14265,94.50386,95.81927,26.59621,115.16014,110.34846,119.91725,82.52357,82.37601,82.66946,1.77342,15.54522,82.41221,82.18876,82.63283,41.69996,36.35775,2.02793,6.74796,6.56377,6.95045,11.39382,7.12767,79.1753997802734,86.2241973876953,82.5550003051758,1148000,585000,563000,102522,206194,103672,66796,134493,67697,17.55338,206702,102726,103976,375.43585,251.73575,98.55968,165.09677,110.70003,43.34132,3.61998,2.42725,0.95032,16.46033,28.22603,128.19209,1570.73641,2693.48441,12232.80178,690.72654,1184.45155,5379.33725
"Ethiopia",0.7858,0.8115,0.7596,7.85,7.56,8.13,359,356,363,0.9415,0.9479,0.9355,0.385,0.386,0.383,NA,18.61805145,NA,NA,NA,NA,NA,NA,NA,NA,NA,84355604752.5299,772.313530261357,2022.13796136605,790,2010,8,52.99047,55.21026,54.1109,55.06929,100.97149,96.0853,105.76165,84.62346,81.45238,87.73222,4.95433,40.35064,34.93947,34.24992,35.61357,30.8138,31.30377,6.61975,8.10532,5.26314,10.892,NA,4.73792,87.8311004638672,95.8309020996094,93.5944976806641,112079000,56010000,56069000,8322339,16834195,8511856,7674403,15489919,7815516,31.22114,21855032,10813500,11041532,1906.33442,1259.57736,3322.89207,723.34028,477.93453,1260.83948,1.30069,0.85941,2.2672,7.87686,16.76439,266.22747,117.68915,250.47883,3641.23074,44.65602,95.04178,1329.89026
"Euro area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.784265791303,NA,NA,NA,NA,NA,NA,NA,NA,NA,13646587749131,39927.6175863294,46207.3235069981,38774.4862123343,46544.077444872,NA,96.44077,94.51854,95.45505,13.203,102.66606,102.45153,102.86917,97.44854,97.64662,97.26098,13.89239,11.42415,108.41076,107.96942,108.82673,90.60507,90.22215,16.89972,73.57291,79.59399,67.86687,NA,5.28161978721619,75.8608448768769,77.3155736100945,76.4900940849463,341888000,174620000,167266000,8786333,18067192,9280859,12596496,25961266,13364770,NA,40230163,19534399,20695764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe & Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6900882575112,NA,NA,NA,NA,NA,NA,NA,NA,NA,23068402795298.5,25107.2744154631,34702.5547227272,24328.6522444637,34469.6971931297,NA,97.68131,96.76127,97.20955,14.86965,100.35422,100.1911,100.50882,94.87481,94.86631,94.88287,8.80505,11.08115,105.12237,104.41022,105.79766,89.92563,89.98414,14.82187,70.13682,74.88606,65.61242,NA,5.12325000762939,72.8278197251876,79.2547035652789,75.7629235798354,920901000,473256000,445429000,25208717,51806369,26597652,36531957,75058007,38526050,NA,116956285,56919159,60037126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe & Central Asia (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4863910014852,NA,NA,NA,NA,NA,NA,NA,NA,NA,3410695054029.32,8163.51710520999,21931.7244501372,7804.19489996088,21369.622472296,NA,97.07086,96.61542,96.83682,18.39211,97.53214,97.34681,97.7076,91.81915,91.67335,91.95718,1.7337,10.48524,98.80405,97.52831,100.01629,88.08639,88.51419,3.46613,70.12279,71.818,68.50473,NA,3.90388011932373,65.9479896806844,78.6421281999904,71.9480443005733,419413000,217612000,199943000,11326718,23290964,11964246,18491804,37952210,19460406,NA,58669577,28574328,30095249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe & Central Asia (IDA & IBRD countries)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.75418,97.15439,97.44599,17.06837,97.76276,97.59565,97.92102,92.15259,92.00484,92.29252,2.10327,10.3459,99.3929,98.11138,100.6112,88.43456,88.81475,3.90994,69.91067,72.66317,67.28274,NA,NA,NA,NA,NA,NA,NA,NA,12555226,25812634,13257408,19699436,40421003,20721567,NA,62785278,30580640,32204638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4976231672564,NA,NA,NA,NA,NA,NA,NA,NA,NA,17958073311154.8,35438.4878999948,35501.7239203124,35551.3072144006,35461.2974122281,NA,97.94888,96.60943,97.26261,13.29708,101.94667,101.78404,102.10092,96.79802,96.89752,96.70363,14.10376,11.79284,110.62694,110.55478,110.69519,91.46641,91.13372,24.38763,69.35226,76.94819,62.13943,NA,5.26879978179932,NA,NA,NA,506739265,259100238,247639027,14090476,28946512,14856036,18596237,38257014,19660777,NA,59601705,28981356,30620349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.58195894,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689157270.82312,55822.9147203438,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.96637301,NA,NA,NA,NA,NA,NA,NA,NA,NA,5536759658.87012,6266.96796528074,10879.4784622426,5860,10140,NA,106.3197,107.68201,107.01842,27.99728,106.43889,105.2167,107.60038,96.76212,98.4174,99.02261,0.94709,19.2926,89.88189,94.34458,85.66498,84.52339,80.44146,NA,NA,NA,NA,NA,3.88289,70.2572021484375,90.1343994140625,80.7330017089844,890000,439000,451000,51084,104471,53387,52514,107856,55342,NA,NA,NA,NA,107.21173,43.20653,62.66261,62.80792,25.11518,36.70968,1.49894,0.66539,0.8761,12.35277,5.69328,NA,1020.70441,428.15621,NA,597.95994,248.87948,NA
"Finland",0.9283,0.9594,0.8987,13.75,13.76,13.73,548,558,538,0.9977,0.998,0.9975,0.814,0.848,0.784,NA,88.88996,507.301361818144,510.40571203763,504.312432262085,520.078748316689,546.341708143057,494.792253139085,521.88456314354,534.042623716987,510.178542874232,276743120515.764,50152.3401411303,48416.93602994,48280,48580,10,101.12367,101.85686,101.49832,13.66688,100.15464,99.89141,100.40656,98.62944,98.75032,98.51376,1.78466,13.57979,153.96358,161.51197,146.77394,96.1047,95.82859,14.85879,88.19783,95.7475,80.95853,47.25914,6.89735,73.4786987304688,74.1700973510742,73.7761993408203,5533000,2805000,2727000,181585,371416,189831,172876,354271,181395,19.84342,605598,295998,309600,3399.72307,6124.06453,4399.33715,3381.33321,6090.93809,4375.54015,1.41473,2.54841,1.8307,21.50883,24.75238,33.93205,9405.8016,10824.2065,14838.47538,9354.92352,10765.65594,14758.21075
"Fragile and conflict affected situations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.91185,74.31718,70.16754,30.49175,98.79645,93.89675,103.57681,77.02801,73.03517,80.92359,15.66283,19.02135,47.4289,42.38706,52.36763,37.62826,41.39649,17.49664,12.47639,11.2431,13.6946,NA,NA,NA,NA,NA,NA,NA,NA,38750156,78467675,39717519,33766143,68237207,34471064,NA,84479884,41671045,42808839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",0.9256,0.9519,0.8998,13.96,NA,NA,506,508,504,0.9958,0.9962,0.9954,0.765,NA,NA,NA,82.04353422,495.407581444032,492.184622751844,498.544845511855,492.606481334553,505.223674818828,480.324763963823,492.977076058355,493.459970210797,492.507021484993,2777535239277.98,41463.6440227034,45342.3957360832,41080,46360,10,NA,NA,NA,18.1766,102.51076,102.21654,102.79196,98.92727,99.11794,98.53893,14.93839,12.9392,103.76003,104.07826,103.45674,94.66595,94.0351,25.21068,65.629,72.78425,58.72575,21.12158,NA,75.1517028808594,78.299201965332,76.5961990356445,67211000,34679000,32532000,2042859,4177443,2134584,2861874,5861591,2999717,21.28925,8338502,4076247,4262255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.70389531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279000,138000,141000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
