# BTC-USD Exchange Rates for 2021
# Based on https://api.bitcoincharts.com/v1/csv/
# dates are 2021-01-01..2021-12-31, in this order
# columns are open, high, low, close, volume, in this order
44574.438,45282.352,43331.910,43798.117,36302664750
43791.926,46456.832,42848.688,46365.402,38734079049
46280.848,46637.988,44705.555,45585.031,33546019517
45599.703,46735.633,45351.711,45593.637,34319709073
45576.879,46228.910,43861.445,44428.289,33723620826
44439.691,47831.977,44282.418,47793.320,31744259539
47810.688,48098.684,46177.633,47096.945,31211354442
47096.668,47357.105,45579.590,47047.004,30988958446
47019.961,47998.098,45700.320,46004.484,32776876610
45936.457,47139.570,44512.418,44695.359,33451362600
44686.750,45952.063,44364.027,44801.188,32194123075
44741.883,46970.762,43998.316,46717.578,37204312299
46723.121,49342.152,46650.707,49339.176,34706867452
49327.074,49717.020,48312.199,48905.492,40585205312
48869.105,49471.609,48199.941,49321.652,25370975378
49291.676,50482.078,49074.605,49546.148,34305053719
49562.348,49878.770,47687.117,47706.117,35361168834
47727.258,49202.879,47163.613,48960.789,32646349931
49002.641,49347.582,46405.781,46942.219,32666549568
46894.555,49112.785,46394.281,49058.668,34511076995
49072.586,49283.504,48499.238,48902.402,28568103401
48911.250,49644.113,47925.855,48829.832,25889650240
48834.852,48925.605,46950.273,47054.984,31847007016
47024.340,48189.551,46750.094,47166.688,34730363427
47099.773,49111.090,46562.438,48847.027,39139399125
48807.848,50343.422,48652.320,49327.723,39508070319
49288.250,50982.273,48386.086,50025.375,43206179619
50009.324,50545.582,49548.781,49944.625,37471327794
49937.859,51868.680,49538.598,51753.410,30322676319
51769.004,52700.941,51053.680,52633.535,38884105426
52660.480,52853.766,43285.207,46811.129,65210059683
46827.762,47334.055,44561.395,46091.391,49007762488
45774.742,47261.949,45669.738,46391.422,38672657013
46396.664,47031.742,44344.484,44883.910,39154666597
44869.840,45969.293,44818.266,45201.457,34499835245
45206.629,46364.879,44790.461,46063.270,27881980161
46057.215,46598.680,43591.320,44963.074,40969943253
44960.051,47218.125,44752.332,47092.492,38652152880
47098.000,48450.469,46773.328,48176.348,30484496466
48158.906,48486.828,47079.559,47783.359,31764293754
47771.004,48160.922,46832.523,47267.520,28727713711
47273.527,48791.781,47087.285,48278.363,28575630451
48268.855,48328.367,46919.805,47260.219,26967722648
47261.406,47328.199,42598.914,42843.801,43909845642
43012.234,43607.609,39787.609,40693.676,48701090088
40677.953,43978.621,40625.633,43574.508,38139709246
43560.297,44942.176,43109.340,44895.098,34244064430
44894.301,45080.492,40936.559,42839.750,42839345714
42840.891,42996.258,41759.922,42716.594,31604717236
42721.629,43919.301,40848.461,43208.539,30661222077
43234.184,44313.246,42190.633,42235.730,30980029059
42200.898,42775.145,40931.664,41034.543,30214940550
41064.984,42545.258,40829.668,41564.363,30602359905
41551.270,44092.602,41444.582,43790.895,31141681925
43816.742,48436.012,43320.023,48116.941,42850641582
48137.469,48282.063,47465.496,47711.488,30614346492
47680.027,49130.691,47157.289,48199.953,26638115879
48208.906,49456.777,47045.004,49112.902,33383173002
49174.961,51839.984,49072.840,51514.813,35873904236
51486.664,55568.465,50488.191,55361.449,49034730168
55338.625,55338.625,53525.469,53805.984,36807860413
53802.145,55922.980,53688.055,53967.848,34800873924
53929.781,55397.945,53735.145,54968.223,32491211414
54952.820,56401.305,54264.258,54771.578,39527792364
54734.125,57793.039,54519.766,57484.789,42637331698
57526.832,57627.879,54477.973,56041.059,41083758949
56038.258,57688.660,54370.973,57401.098,41684252783
57372.832,58478.734,56957.074,57321.523,36615791366
57345.902,62757.129,56868.145,61593.949,51780081801
61609.527,62274.477,60206.121,60892.180,34250964237
60887.652,61645.523,59164.469,61553.617,29032367511
61548.805,62614.660,60012.758,62026.078,38055562075
62043.164,64434.535,61622.934,64261.992,40471196346
64284.586,66930.391,63610.676,65992.836,40788955582
66002.234,66600.547,62117.410,62210.172,45908121370
62237.891,63715.023,60122.797,60692.266,38434082775
60694.629,61743.879,59826.523,61393.617,26882546034
61368.344,61505.805,59643.344,60930.836,27316183882
60893.926,63729.324,60691.801,63039.824,31064911614
63032.762,63229.027,59991.160,60363.793,34878965587
60352.000,61435.184,58208.188,58482.387,43657076893
58470.730,62128.633,58206.918,60622.137,45257083247
60624.871,62927.609,60329.965,62227.965,36856881767
62239.363,62330.145,60918.387,61888.832,32157938616
61850.488,62406.172,60074.328,61318.957,32241199927
61320.449,62419.004,59695.184,61004.406,36150572843
60963.254,64242.793,60673.055,63226.402,37746665647
63254.336,63516.938,61184.238,62970.047,36124731509
62941.805,63123.289,60799.664,61452.230,32615846901
61460.078,62541.469,60844.609,61125.676,30605102446
61068.875,61590.684,60163.781,61527.480,29094934221
61554.922,63326.988,61432.488,63326.988,24726754302
63344.066,67673.742,63344.066,67566.828,41125608330
67549.734,68530.336,66382.063,66971.828,42357991721
66953.336,68789.625,63208.113,64995.230,48730828378
64978.891,65579.016,64180.488,64949.961,35880633236
64863.980,65460.816,62333.914,64155.941,36084893887
64158.121,64915.676,63303.734,64469.527,30474228777
64455.371,65495.180,63647.809,65466.840,25122092191
65521.289,66281.570,63548.145,63557.871,30558763548
63721.195,63721.195,59016.336,60161.246,46844335592
60139.621,60823.609,58515.410,60368.012,39178392930
60360.137,60948.500,56550.793,56942.137,41388338699
56896.129,58351.113,55705.180,58119.578,38702407772
58115.082,59859.879,57469.727,59697.195,30624264863
59730.508,60004.426,58618.930,58730.477,26123447605
58706.848,59266.359,55679.840,56289.289,35036121783
56304.555,57875.516,55632.762,57569.074,37485803899
57565.852,57803.066,55964.223,56280.426,36635566789
57165.418,59367.969,57146.684,57274.680,34284016248
58960.285,59183.480,53569.766,53569.766,41810748221
53736.430,55329.258,53668.355,54815.078,30560857714
54813.023,57393.844,53576.734,57248.457,28116886357
57291.906,58872.879,56792.527,57806.566,32370840356
57830.113,59113.402,56057.281,57005.426,36708594618
56907.965,59041.684,56553.082,57229.828,36858195307
57217.371,57349.234,55895.133,56477.816,32379968686
56509.164,57482.168,52496.586,53598.246,39789134215
53727.879,53904.680,42874.617,49200.703,61385677469
49201.520,49768.148,47857.496,49368.848,37198201161
49413.480,50929.520,47281.035,50582.625,37707308001
